feedback_id,date,feedback,sentiment
fb_0298,2024-12-13 05:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0299,2025-06-08 05:06:01.026996,"Great experience, will buy again.",Positive
fb_0300,2025-08-30 16:06:01.026996,"Great experience, will buy again.",Neutral
fb_0301,2025-08-26 01:06:01.026996,"Great experience, will buy again.",Positive
fb_0302,2025-03-02 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0303,2025-08-15 12:06:01.026996,I am very unhappy with the support team.,Negative
fb_0304,2025-07-02 17:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0305,2025-01-03 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0306,2025-10-07 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_0307,2025-01-16 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0308,2025-03-30 09:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0309,2025-03-18 20:06:01.026996,The website is #awful and slow.,Negative
fb_0310,2025-01-17 18:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0311,2025-03-05 10:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0312,2025-04-22 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0313,2025-08-31 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0314,2025-04-04 02:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0315,2025-01-12 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0316,2024-11-17 20:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0317,2025-07-10 22:06:01.026996,The customer service was excellent!,Positive
fb_0318,2024-11-30 12:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0319,2025-05-08 00:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_0320,2025-04-26 21:06:01.026996,The price is fair for what you get.,Neutral
fb_0321,2025-09-21 14:06:01.026996,My order arrived late and was damaged.,Negative
fb_0322,2024-11-01 20:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0323,2025-09-08 19:06:01.026996,,Positive
fb_0324,2025-02-27 18:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0325,2025-09-29 11:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0326,2025-08-05 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0327,2024-11-16 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0328,2025-01-15 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0329,2025-01-28 10:06:01.026996,"Great experience, will buy again.",Positive
fb_0330,2025-05-04 23:06:01.026996,Shipping time was average.,Neutral
fb_0331,2025-01-20 04:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0332,2024-12-13 08:06:01.026996,The customer service was excellent!,Positive
fb_0333,2025-10-19 16:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0334,2025-09-23 02:06:01.026996,The customer service was excellent!,Positive
fb_0335,2025-04-12 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0336,2025-04-12 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0337,2025-08-24 03:06:01.026996,"Great experience, will buy again.",Positive
fb_0338,2025-04-17 05:06:01.026996,"Great experience, will buy again.",Positive
fb_0339,2025-05-16 17:06:01.026996,"Great experience, will buy again.",Negative
fb_0340,2025-09-21 17:06:01.026996,I haven't used the support team yet.,Neutral
fb_0341,2025-07-22 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0342,2025-10-11 17:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0343,2025-01-08 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0344,2025-08-29 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0345,2025-03-09 10:06:01.026996,,Negative
fb_0346,2025-07-30 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0347,2025-02-06 13:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0348,2025-03-16 02:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0349,2024-11-30 16:06:01.026996,"Great experience, will buy again.",Positive
fb_0350,2025-04-21 22:06:01.026996,The price is fair for what you get.,Neutral
fb_0351,2025-06-25 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0352,2025-10-26 10:06:01.026996,The customer service was excellent!,Positive
fb_0353,2025-01-24 02:06:01.026996,"Great experience, will buy again.",Positive
fb_0354,2024-12-10 21:06:01.026996,The website is #awful and slow.,Negative
fb_0355,2025-08-08 08:06:01.026996,The customer service was excellent!,Positive
fb_0356,2025-01-11 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0357,2025-08-16 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0358,2025-04-27 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0359,2025-10-13 13:06:01.026996,The customer service was excellent!,Positive
fb_0360,2025-01-17 09:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0361,2025-06-25 10:06:01.026996,The customer service was excellent!,Positive
fb_0362,2024-11-16 22:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0363,2025-01-11 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_0364,2025-08-20 07:06:01.026996,The customer service was excellent!,Positive
fb_0365,2025-05-09 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0366,2025-02-24 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0367,2025-01-21 19:06:01.026996,The customer service was excellent!,Positive
fb_0368,2025-02-13 00:06:01.026996,"Great experience, will buy again.",Positive
fb_0369,2025-10-28 04:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0370,2025-02-09 15:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0371,2025-02-27 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0372,2025-04-15 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_0373,2024-11-26 23:06:01.026996,,Positive
fb_0374,2025-06-25 02:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0375,2025-05-30 17:06:01.026996,My order arrived late and was damaged.,Negative
fb_0376,2025-04-28 17:06:01.026996,My order arrived late and was damaged.,Positive
fb_0377,2025-06-28 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0378,2025-03-09 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_0379,2025-01-26 19:06:01.026996,"Great experience, will buy again.",Positive
fb_0380,2025-04-06 02:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0381,2025-10-21 10:06:01.026996,I am very unhappy with the support team.,Negative
fb_0382,2025-08-07 02:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0383,2025-05-19 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0384,2025-03-02 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0385,2025-03-12 20:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0386,2025-10-27 00:06:01.026996,"Great experience, will buy again.",Positive
fb_0387,2025-06-21 04:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0388,2025-03-28 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0389,2025-01-14 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0390,2025-06-08 18:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0391,2025-01-31 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0392,2025-03-13 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0393,2025-08-27 10:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0394,2025-04-06 07:06:01.026996,"Great experience, will buy again.",Positive
fb_0395,2025-09-21 03:06:01.026996,The customer service was excellent!,Positive
fb_0396,2025-01-16 04:06:01.026996,I am very unhappy with the support team.,Negative
fb_0397,2025-03-20 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0398,2025-07-29 00:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0399,2024-12-30 21:06:01.026996,The website is #awful and slow.,Negative
fb_0400,2025-04-17 02:06:01.026996,The price is fair for what you get.,Neutral
fb_0401,2025-03-03 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0402,2025-08-19 20:06:01.026996,My order arrived late and was damaged.,Negative
fb_0403,2024-11-25 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0404,2025-03-10 19:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0405,2025-06-16 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_0406,2025-07-31 20:06:01.026996,My order arrived late and was damaged.,Positive
fb_0407,2025-06-27 03:06:01.026996,The customer service was excellent!,Positive
fb_0408,2025-10-27 22:06:01.026996,,Negative
fb_0409,2025-07-17 01:06:01.026996,The customer service was excellent!,Positive
fb_0410,2025-03-03 01:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0411,2025-05-09 12:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0412,2025-06-04 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0413,2025-06-08 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0414,2025-10-20 16:06:01.026996,My order arrived late and was damaged.,Negative
fb_0415,2025-10-28 08:06:01.026996,The customer service was excellent!,Positive
fb_0416,2024-11-07 18:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0417,2025-07-09 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0418,2025-01-29 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0419,2024-11-27 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0420,2025-05-30 17:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0421,2024-11-22 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0422,2025-09-05 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0423,2024-11-09 18:06:01.026996,I am very unhappy with the support team.,Negative
fb_0424,2025-03-04 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0425,2024-12-06 11:06:01.026996,,Positive
fb_0426,2025-05-21 16:06:01.026996,I am very unhappy with the support team.,Negative
fb_0427,2025-02-22 21:06:01.026996,"Great experience, will buy again.",Positive
fb_0428,2025-07-22 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0429,2025-08-20 10:06:01.026996,I am very unhappy with the support team.,Negative
fb_0430,2024-11-21 10:06:01.026996,I am very unhappy with the support team.,Neutral
fb_0431,2025-10-11 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0432,2025-04-26 19:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0433,2025-01-15 12:06:01.026996,"Great experience, will buy again.",Positive
fb_0434,2025-05-14 19:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0435,2025-10-25 02:06:01.026996,My order arrived late and was damaged.,Negative
fb_0436,2024-10-31 10:06:01.026996,"Great experience, will buy again.",Positive
fb_0437,2025-05-21 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0438,2025-10-10 13:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0439,2025-03-12 06:06:01.026996,,Positive
fb_0440,2025-02-15 21:06:01.026996,I haven't used the support team yet.,Neutral
fb_0441,2025-03-29 20:06:01.026996,I am very unhappy with the support team.,Negative
fb_0442,2025-05-14 09:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0443,2025-04-10 05:06:01.026996,The customer service was excellent!,Positive
fb_0444,2024-12-19 05:06:01.026996,I am very unhappy with the support team.,Negative
fb_0445,2024-11-19 21:06:01.026996,,Positive
fb_0446,2025-10-28 11:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0447,2025-10-16 04:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0448,2025-01-20 18:06:01.026996,"Great experience, will buy again.",Positive
fb_0449,2025-03-22 20:06:01.026996,The customer service was excellent!,Positive
fb_0450,2024-12-17 16:06:01.026996,Shipping time was average.,Neutral
fb_0451,2025-02-19 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0452,2025-01-13 00:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0453,2025-02-16 16:06:01.026996,My order arrived late and was damaged.,Negative
fb_0454,2024-12-27 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0455,2024-12-28 07:06:01.026996,"Great experience, will buy again.",Positive
fb_0456,2025-09-19 06:06:01.026996,"Great experience, will buy again.",Negative
fb_0457,2025-01-17 20:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0458,2025-01-17 04:06:01.026996,The customer service was excellent!,Positive
fb_0459,2025-02-11 13:06:01.026996,My order arrived late and was damaged.,Negative
fb_0460,2025-05-05 14:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0461,2025-08-06 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0462,2025-02-18 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0463,2025-09-28 08:06:01.026996,"Great experience, will buy again.",Positive
fb_0464,2025-06-10 21:06:01.026996,The customer service was excellent!,Positive
fb_0465,2025-06-20 18:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0466,2025-08-02 06:06:01.026996,"Great experience, will buy again.",Positive
fb_0467,2025-07-26 14:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0468,2025-02-26 12:06:01.026996,I am very unhappy with the support team.,Negative
fb_0469,2024-11-12 03:06:01.026996,,Positive
fb_0470,2025-10-09 02:06:01.026996,I haven't used the support team yet.,Neutral
fb_0471,2025-02-20 19:06:01.026996,I am very unhappy with the support team.,Negative
fb_0472,2025-01-09 11:06:01.026996,,Positive
fb_0473,2024-11-05 15:06:01.026996,The customer service was excellent!,Positive
fb_0474,2025-07-20 02:06:01.026996,The website is #awful and slow.,Negative
fb_0475,2025-01-19 01:06:01.026996,The website is #awful and slow.,Positive
fb_0476,2025-09-20 13:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0477,2025-09-15 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0478,2025-02-12 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0479,2025-04-30 17:06:01.026996,The customer service was excellent!,Positive
fb_0480,2024-12-06 13:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0481,2025-02-03 16:06:01.026996,The customer service was excellent!,Positive
fb_0482,2025-04-07 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0483,2025-10-23 17:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0484,2025-05-18 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0485,2024-11-21 03:06:01.026996,The customer service was excellent!,Positive
fb_0486,2025-01-02 04:06:01.026996,The website is #awful and slow.,Negative
fb_0487,2025-08-02 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0488,2025-04-11 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0489,2025-03-19 04:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0490,2025-03-06 11:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0491,2025-03-31 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0492,2025-10-12 16:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0493,2025-04-27 17:06:01.026996,The customer service was excellent!,Positive
fb_0494,2025-01-01 22:06:01.026996,The customer service was excellent!,Positive
fb_0495,2025-04-07 23:06:01.026996,I am very unhappy with the support team.,Negative
fb_0496,2025-08-01 12:06:01.026996,The customer service was excellent!,Positive
fb_0497,2025-01-05 12:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0498,2025-06-03 23:06:01.026996,The app is so easy to use and very fast.,Negative
fb_0499,2025-08-09 00:06:01.026996,The customer service was excellent!,Positive
fb_0500,2025-05-13 14:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0501,2025-09-17 19:06:01.026996,I am very unhappy with the support team.,Negative
fb_0502,2024-12-26 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0503,2024-11-03 20:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0504,2025-03-04 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0505,2024-12-08 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0506,2025-08-17 00:06:01.026996,,Positive
fb_0507,2025-03-25 16:06:01.026996,I am very unhappy with the support team.,Negative
fb_0508,2025-01-16 03:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0509,2025-01-11 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0510,2025-02-20 07:06:01.026996,The price is fair for what you get.,Neutral
fb_0511,2025-02-06 10:06:01.026996,"Great experience, will buy again.",Positive
fb_0512,2025-08-30 15:06:01.026996,The customer service was excellent!,Positive
fb_0513,2025-09-16 19:06:01.026996,The customer service was excellent!,Negative
fb_0514,2025-04-24 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0515,2025-01-20 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0516,2025-10-19 06:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0517,2025-08-21 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0518,2025-07-02 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0519,2025-06-05 22:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0520,2025-07-31 16:06:01.026996,I haven't used the support team yet.,Neutral
fb_0521,2024-12-18 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0522,2025-03-08 05:06:01.026996,The website is #awful and slow.,Negative
fb_0523,2025-08-26 07:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0524,2025-03-17 15:06:01.026996,The customer service was excellent!,Positive
fb_0525,2024-11-29 08:06:01.026996,My order arrived late and was damaged.,Negative
fb_0526,2025-06-20 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0527,2025-02-06 11:06:01.026996,The customer service was excellent!,Positive
fb_0528,2025-03-26 16:06:01.026996,The website is #awful and slow.,Negative
fb_0529,2025-10-14 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0530,2024-11-04 20:06:01.026996,I haven't used the support team yet.,Neutral
fb_0531,2025-01-13 00:06:01.026996,The website is #awful and slow.,Negative
fb_0532,2024-12-11 18:06:01.026996,The customer service was excellent!,Positive
fb_0533,2024-12-16 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0534,2025-08-10 16:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0535,2024-12-18 18:06:01.026996,"Great experience, will buy again.",Positive
fb_0536,2025-05-19 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0537,2025-06-27 06:06:01.026996,The website is #awful and slow.,Negative
fb_0538,2025-05-26 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0539,2025-03-30 04:06:01.026996,,Positive
fb_0540,2025-01-13 16:06:01.026996,I haven't used the support team yet.,Neutral
fb_0541,2025-08-09 19:06:01.026996,The customer service was excellent!,Positive
fb_0542,2025-07-06 23:06:01.026996,The customer service was excellent!,Positive
fb_0543,2025-04-01 22:06:01.026996,The website is #awful and slow.,Negative
fb_0544,2024-11-13 23:06:01.026996,The customer service was excellent!,Positive
fb_0545,2025-02-05 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0546,2025-10-25 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_0547,2025-09-24 14:06:01.026996,The customer service was excellent!,Positive
fb_0548,2025-05-07 10:06:01.026996,The customer service was excellent!,Positive
fb_0549,2025-06-25 01:06:01.026996,,Negative
fb_0550,2025-01-22 08:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0551,2025-08-25 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0552,2025-05-09 16:06:01.026996,,Negative
fb_0553,2025-10-03 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0554,2025-02-13 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0555,2025-02-11 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0556,2025-10-11 08:06:01.026996,The customer service was excellent!,Positive
fb_0557,2025-10-20 03:06:01.026996,The customer service was excellent!,Positive
fb_0558,2024-11-08 19:06:01.026996,,Negative
fb_0559,2025-09-20 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0560,2025-09-20 22:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0561,2025-09-22 22:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0562,2025-09-04 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0563,2024-12-24 10:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0564,2024-12-05 16:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0565,2025-06-09 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0566,2025-06-06 13:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0567,2025-10-18 19:06:01.026996,My order arrived late and was damaged.,Negative
fb_0568,2025-01-23 04:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0569,2025-08-01 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0570,2025-03-07 21:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0571,2025-07-23 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0572,2025-05-07 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0573,2025-01-09 13:06:01.026996,The website is #awful and slow.,Negative
fb_0574,2025-05-27 03:06:01.026996,The customer service was excellent!,Positive
fb_0575,2025-03-25 22:06:01.026996,The customer service was excellent!,Positive
fb_0576,2025-03-24 02:06:01.026996,My order arrived late and was damaged.,Negative
fb_0577,2025-06-27 20:06:01.026996,,Positive
fb_0578,2025-10-13 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0579,2024-12-29 07:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0580,2025-01-11 10:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0581,2024-12-06 10:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0582,2024-11-01 03:06:01.026996,The website is #awful and slow.,Negative
fb_0583,2025-07-10 10:06:01.026996,"Great experience, will buy again.",Positive
fb_0584,2025-09-24 14:06:01.026996,"Great experience, will buy again.",Positive
fb_0585,2025-10-24 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0586,2025-07-22 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0587,2025-08-04 19:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0588,2025-06-12 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0589,2025-10-28 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0590,2025-02-04 06:06:01.026996,I haven't used the support team yet.,Neutral
fb_0591,2025-10-29 22:06:01.026996,I haven't used the support team yet.,Negative
fb_0592,2025-06-04 14:06:01.026996,The customer service was excellent!,Positive
fb_0593,2025-06-24 04:06:01.026996,The customer service was excellent!,Positive
fb_0594,2025-07-16 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_0595,2024-11-12 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0596,2025-03-20 20:06:01.026996,"I love this product, it works perfectly.",Positive
