feedback_id,date,feedback,sentiment
fb_0597,2024-12-06 03:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0598,2025-06-01 04:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_0599,2025-01-10 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0600,2025-06-24 06:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0601,2025-03-26 07:06:01.026996,The customer service was excellent!,Positive
fb_0602,2025-01-23 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0603,2024-11-06 02:06:01.026996,The website is #awful and slow.,Negative
fb_0604,2024-11-02 02:06:01.026996,"Great experience, will buy again.",Positive
fb_0605,2024-11-28 02:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0606,2024-11-08 22:06:01.026996,The website is #awful and slow.,Negative
fb_0607,2024-12-24 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0608,2025-02-19 04:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0609,2025-06-18 08:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0610,2024-12-16 08:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0611,2025-05-12 07:06:01.026996,The customer service was excellent!,Positive
fb_0612,2025-05-13 14:06:01.026996,The website is #awful and slow.,Negative
fb_0613,2025-08-10 23:06:01.026996,"Great experience, will buy again.",Positive
fb_0614,2024-12-09 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0615,2024-12-26 18:06:01.026996,I am very unhappy with the support team.,Negative
fb_0616,2025-05-18 18:06:01.026996,"Great experience, will buy again.",Positive
fb_0617,2025-07-25 17:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0618,2025-07-13 17:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0619,2025-07-28 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0620,2025-09-14 18:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0621,2025-03-11 09:06:01.026996,I am very unhappy with the support team.,Negative
fb_0622,2025-08-06 16:06:01.026996,The customer service was excellent!,Positive
fb_0623,2025-03-02 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0624,2025-01-23 14:06:01.026996,"I love this product, it works perfectly.",Negative
fb_0625,2024-12-03 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0626,2025-05-01 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0627,2025-07-12 22:06:01.026996,,Negative
fb_0628,2025-06-18 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0629,2025-04-27 23:06:01.026996,The customer service was excellent!,Positive
fb_0630,2025-03-01 12:06:01.026996,The price is fair for what you get.,Neutral
fb_0631,2024-11-06 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0632,2024-11-16 03:06:01.026996,The customer service was excellent!,Positive
fb_0633,2025-03-21 11:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0634,2025-09-25 02:06:01.026996,The customer service was excellent!,Positive
fb_0635,2025-03-02 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0636,2024-12-02 05:06:01.026996,The website is #awful and slow.,Negative
fb_0637,2025-06-02 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0638,2025-04-27 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0639,2025-05-21 19:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0640,2024-12-15 23:06:01.026996,I haven't used the support team yet.,Neutral
fb_0641,2024-11-10 02:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0642,2025-06-23 12:06:01.026996,The website is #awful and slow.,Negative
fb_0643,2025-08-29 10:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0644,2025-01-06 13:06:01.026996,The customer service was excellent!,Positive
fb_0645,2025-02-17 13:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0646,2025-08-06 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0647,2025-07-03 00:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0648,2025-07-30 10:06:01.026996,The website is #awful and slow.,Negative
fb_0649,2025-03-02 09:06:01.026996,The website is #awful and slow.,Positive
fb_0650,2025-04-22 00:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0651,2025-03-12 17:06:01.026996,The website is #awful and slow.,Negative
fb_0652,2025-02-10 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0653,2024-11-20 05:06:01.026996,"Great experience, will buy again.",Positive
fb_0654,2025-10-14 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0655,2025-04-15 09:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0656,2025-02-18 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0657,2025-02-08 12:06:01.026996,The website is #awful and slow.,Negative
fb_0658,2025-07-06 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0659,2025-01-07 19:06:01.026996,,Positive
fb_0660,2025-01-02 22:06:01.026996,Shipping time was average.,Neutral
fb_0661,2025-01-14 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0662,2025-06-27 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0663,2024-11-11 23:06:01.026996,The website is #awful and slow.,Negative
fb_0664,2025-04-08 15:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0665,2024-11-30 10:06:01.026996,"Great experience, will buy again.",Positive
fb_0666,2025-07-19 17:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0667,2025-02-23 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0668,2025-09-16 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0669,2024-12-26 10:06:01.026996,"Great experience, will buy again.",Negative
fb_0670,2025-08-22 09:06:01.026996,Shipping time was average.,Neutral
fb_0671,2025-01-03 23:06:01.026996,The customer service was excellent!,Positive
fb_0672,2025-08-10 11:06:01.026996,I am very unhappy with the support team.,Negative
fb_0673,2025-05-15 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0674,2025-01-06 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0675,2024-12-17 20:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0676,2025-10-09 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0677,2025-08-03 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0678,2024-12-21 12:06:01.026996,My order arrived late and was damaged.,Negative
fb_0679,2025-01-07 11:06:01.026996,The customer service was excellent!,Positive
fb_0680,2025-02-22 02:06:01.026996,The customer service was excellent!,Neutral
fb_0681,2025-08-12 10:06:01.026996,The website is #awful and slow.,Negative
fb_0682,2025-09-26 18:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0683,2024-11-01 18:06:01.026996,,Positive
fb_0684,2025-07-21 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_0685,2025-05-30 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0686,2024-11-30 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0687,2024-12-14 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0688,2024-11-14 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0689,2024-12-03 03:06:01.026996,The customer service was excellent!,Positive
fb_0690,2025-01-21 11:06:01.026996,The price is fair for what you get.,Neutral
fb_0691,2025-03-11 22:06:01.026996,The price is fair for what you get.,Positive
fb_0692,2025-04-14 11:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0693,2025-10-28 03:06:01.026996,The website is #awful and slow.,Negative
fb_0694,2025-09-14 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0695,2025-02-27 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0696,2024-11-30 15:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0697,2025-02-12 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0698,2025-03-15 04:06:01.026996,,Positive
fb_0699,2024-12-17 21:06:01.026996,I am very unhappy with the support team.,Negative
fb_0700,2025-07-24 02:06:01.026996,,Neutral
fb_0701,2025-10-13 16:06:01.026996,,Positive
fb_0702,2025-01-23 01:06:01.026996,I am very unhappy with the support team.,Negative
fb_0703,2025-04-25 04:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0704,2024-12-19 02:06:01.026996,"Great experience, will buy again.",Positive
fb_0705,2025-06-19 13:06:01.026996,The website is #awful and slow.,Negative
fb_0706,2025-09-24 12:06:01.026996,The customer service was excellent!,Positive
fb_0707,2025-05-28 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0708,2025-03-10 19:06:01.026996,I am very unhappy with the support team.,Negative
fb_0709,2024-12-27 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0710,2025-07-12 21:06:01.026996,Shipping time was average.,Neutral
fb_0711,2025-07-20 17:06:01.026996,My order arrived late and was damaged.,Negative
fb_0712,2025-04-27 06:06:01.026996,"Great experience, will buy again.",Positive
fb_0713,2025-08-24 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0714,2025-04-09 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_0715,2025-08-04 05:06:01.026996,The customer service was excellent!,Positive
fb_0716,2025-01-17 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0717,2024-11-15 09:06:01.026996,,Negative
fb_0718,2025-06-17 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0719,2025-08-27 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0720,2025-02-01 09:06:01.026996,Shipping time was average.,Neutral
fb_0721,2025-07-26 13:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0722,2024-12-11 13:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0723,2025-06-13 16:06:01.026996,The website is #awful and slow.,Negative
fb_0724,2025-08-23 08:06:01.026996,The customer service was excellent!,Positive
fb_0725,2025-09-09 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0726,2025-07-01 11:06:01.026996,My order arrived late and was damaged.,Negative
fb_0727,2025-08-03 00:06:01.026996,My order arrived late and was damaged.,Positive
fb_0728,2025-01-03 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0729,2025-01-04 13:06:01.026996,My order arrived late and was damaged.,Negative
fb_0730,2025-02-11 00:06:01.026996,The price is fair for what you get.,Neutral
fb_0731,2025-08-30 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0732,2025-04-01 15:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0733,2025-01-14 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0734,2025-06-06 17:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0735,2025-02-24 20:06:01.026996,The website is #awful and slow.,Negative
fb_0736,2025-07-30 11:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0737,2024-11-23 09:06:01.026996,The customer service was excellent!,Positive
fb_0738,2024-12-19 07:06:01.026996,The customer service was excellent!,Negative
fb_0739,2025-08-19 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0740,2025-02-08 15:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0741,2025-08-02 08:06:01.026996,My order arrived late and was damaged.,Negative
fb_0742,2024-11-19 22:06:01.026996,The customer service was excellent!,Positive
fb_0743,2025-01-30 14:06:01.026996,The customer service was excellent!,Positive
fb_0744,2025-01-14 18:06:01.026996,I am very unhappy with the support team.,Negative
fb_0745,2025-01-07 00:06:01.026996,The customer service was excellent!,Positive
fb_0746,2025-03-09 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0747,2025-03-04 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0748,2025-07-05 19:06:01.026996,The customer service was excellent!,Positive
fb_0749,2024-12-14 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0750,2024-11-28 05:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0751,2025-10-12 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0752,2025-01-28 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0753,2025-07-26 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_0754,2025-06-01 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0755,2025-09-05 18:06:01.026996,The customer service was excellent!,Positive
fb_0756,2025-03-05 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0757,2025-10-03 05:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0758,2025-04-06 16:06:01.026996,"Great experience, will buy again.",Positive
fb_0759,2025-01-31 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0760,2025-01-12 11:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0761,2025-02-27 18:06:01.026996,"The product is okay, it does the job.",Positive
fb_0762,2025-08-07 08:06:01.026996,My order arrived late and was damaged.,Negative
fb_0763,2025-07-28 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0764,2025-04-11 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0765,2024-11-30 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0766,2025-08-25 23:06:01.026996,I am very unhappy with the support team.,Positive
fb_0767,2025-07-05 23:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0768,2025-04-17 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_0769,2025-03-28 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0770,2025-08-22 08:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0771,2025-07-13 00:06:01.026996,My order arrived late and was damaged.,Negative
fb_0772,2025-01-26 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0773,2025-06-11 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0774,2025-09-12 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_0775,2025-08-14 09:06:01.026996,The customer service was excellent!,Positive
fb_0776,2025-01-22 17:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0777,2025-07-18 00:06:01.026996,I am very unhappy with the support team.,Negative
fb_0778,2025-01-13 23:06:01.026996,,Positive
fb_0779,2025-01-09 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0780,2025-05-22 01:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0781,2024-11-29 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0782,2025-01-05 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0783,2024-11-28 11:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0784,2025-04-19 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0785,2025-10-14 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0786,2025-02-20 05:06:01.026996,I am very unhappy with the support team.,Negative
fb_0787,2024-11-19 12:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0788,2025-08-27 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0789,2025-07-02 00:06:01.026996,The website is #awful and slow.,Negative
fb_0790,2025-01-03 00:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0791,2025-04-22 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0792,2024-12-22 12:06:01.026996,The website is #awful and slow.,Negative
fb_0793,2025-01-28 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0794,2025-07-05 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0795,2025-08-07 12:06:01.026996,The website is #awful and slow.,Negative
fb_0796,2025-04-08 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0797,2024-12-06 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0798,2025-09-30 21:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0799,2025-07-30 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0800,2025-06-30 12:06:01.026996,The price is fair for what you get.,Neutral
fb_0801,2025-10-19 16:06:01.026996,My order arrived late and was damaged.,Negative
fb_0802,2024-11-08 11:06:01.026996,,Positive
fb_0803,2025-07-20 12:06:01.026996,"Great experience, will buy again.",Positive
fb_0804,2025-08-06 15:06:01.026996,I am very unhappy with the support team.,Negative
fb_0805,2025-08-02 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0806,2025-05-11 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0807,2025-05-13 01:06:01.026996,The website is #awful and slow.,Negative
fb_0808,2025-07-01 18:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0809,2025-03-30 16:06:01.026996,The customer service was excellent!,Positive
fb_0810,2025-08-22 22:06:01.026996,Shipping time was average.,Neutral
fb_0811,2025-08-22 17:06:01.026996,The customer service was excellent!,Positive
fb_0812,2025-01-12 06:06:01.026996,"Great experience, will buy again.",Positive
fb_0813,2025-05-11 01:06:01.026996,I am very unhappy with the support team.,Negative
fb_0814,2025-01-05 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0815,2025-07-25 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0816,2025-02-09 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0817,2025-07-11 03:06:01.026996,The customer service was excellent!,Positive
fb_0818,2025-10-24 18:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0819,2025-07-04 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0820,2024-11-14 18:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0821,2024-12-27 16:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0822,2025-06-14 07:06:01.026996,My order arrived late and was damaged.,Negative
fb_0823,2024-12-27 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0824,2025-10-08 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0825,2024-11-03 11:06:01.026996,My order arrived late and was damaged.,Negative
fb_0826,2025-06-29 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0827,2025-10-20 02:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0828,2025-04-12 09:06:01.026996,"I love this product, it works perfectly.",Negative
fb_0829,2025-09-28 11:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0830,2024-12-31 05:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0831,2025-08-31 23:06:01.026996,I am very unhappy with the support team.,Negative
fb_0832,2025-09-22 16:06:01.026996,"Great experience, will buy again.",Positive
fb_0833,2025-08-05 00:06:01.026996,"Great experience, will buy again.",Positive
fb_0834,2025-09-17 09:06:01.026996,I am very unhappy with the support team.,Negative
fb_0835,2024-12-24 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0836,2024-10-31 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0837,2025-03-21 01:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0838,2025-09-25 12:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0839,2024-12-31 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0840,2025-04-17 00:06:01.026996,I haven't used the support team yet.,Neutral
fb_0841,2025-06-05 09:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0842,2025-09-11 08:06:01.026996,"Great experience, will buy again.",Positive
fb_0843,2025-07-23 00:06:01.026996,,Negative
fb_0844,2024-12-24 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0845,2025-04-26 18:06:01.026996,The customer service was excellent!,Positive
fb_0846,2025-03-31 02:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0847,2025-04-22 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0848,2025-01-03 16:06:01.026996,The customer service was excellent!,Positive
fb_0849,2025-02-14 23:06:01.026996,The customer service was excellent!,Negative
fb_0850,2025-09-17 11:06:01.026996,Shipping time was average.,Neutral
fb_0851,2025-08-18 06:06:01.026996,,Positive
fb_0852,2024-11-25 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_0853,2024-11-03 18:06:01.026996,The customer service was excellent!,Positive
fb_0854,2025-02-06 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0855,2025-03-25 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_0856,2025-10-11 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0857,2024-12-26 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0858,2025-05-17 09:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0859,2025-02-01 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0860,2025-09-04 18:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0861,2025-01-01 23:06:01.026996,The website is #awful and slow.,Negative
fb_0862,2025-04-15 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0863,2025-09-20 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0864,2025-04-18 15:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0865,2025-08-10 12:06:01.026996,"Great experience, will buy again.",Positive
fb_0866,2025-08-31 12:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0867,2025-04-07 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_0868,2025-02-20 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0869,2025-04-27 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0870,2025-03-13 09:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0871,2025-10-30 17:06:01.026996,The customer service was excellent!,Positive
fb_0872,2024-12-05 19:06:01.026996,"Great experience, will buy again.",Positive
fb_0873,2025-01-21 02:06:01.026996,,Negative
fb_0874,2025-10-10 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0875,2025-10-22 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0876,2025-02-15 23:06:01.026996,The website is #awful and slow.,Negative
fb_0877,2025-02-07 20:06:01.026996,The customer service was excellent!,Positive
fb_0878,2024-11-13 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0879,2025-04-27 12:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0880,2025-04-17 15:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0881,2025-06-06 21:06:01.026996,,Positive
fb_0882,2025-10-25 17:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0883,2025-01-25 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0884,2025-07-25 14:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0885,2024-11-08 15:06:01.026996,,Negative
fb_0886,2025-08-27 03:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0887,2025-05-18 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0888,2025-09-29 12:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0889,2025-04-23 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0890,2025-02-08 20:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0891,2025-02-13 04:06:01.026996,I am very unhappy with the support team.,Negative
fb_0892,2025-07-15 08:06:01.026996,The customer service was excellent!,Positive
fb_0893,2025-07-04 14:06:01.026996,"Great experience, will buy again.",Positive
fb_0894,2025-05-17 20:06:01.026996,My order arrived late and was damaged.,Negative
fb_0895,2025-01-08 23:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0896,2025-10-05 08:06:01.026996,"Great experience, will buy again.",Positive
fb_0897,2024-12-21 03:06:01.026996,"Great experience, will buy again.",Negative
fb_0898,2024-12-28 00:06:01.026996,Very satisfied with the quick delivery.,Positive
