feedback_id,date,feedback,sentiment
fb_0899,2025-01-24 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0900,2025-08-25 13:06:01.026996,The price is fair for what you get.,Neutral
fb_0901,2025-10-13 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0902,2024-11-04 13:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0903,2025-03-19 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_0904,2024-12-02 20:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0905,2024-11-03 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0906,2025-07-15 21:06:01.026996,My order arrived late and was damaged.,Negative
fb_0907,2024-12-22 01:06:01.026996,,Positive
fb_0908,2025-06-05 21:06:01.026996,The customer service was excellent!,Positive
fb_0909,2025-09-20 10:06:01.026996,I am very unhappy with the support team.,Negative
fb_0910,2025-01-21 13:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0911,2025-07-11 01:06:01.026996,The customer service was excellent!,Positive
fb_0912,2025-07-29 21:06:01.026996,I am very unhappy with the support team.,Negative
fb_0913,2024-11-30 12:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0914,2025-01-06 04:06:01.026996,The customer service was excellent!,Positive
fb_0915,2025-10-18 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0916,2025-08-23 07:06:01.026996,"Great experience, will buy again.",Positive
fb_0917,2025-07-26 03:06:01.026996,"Great experience, will buy again.",Positive
fb_0918,2025-09-04 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0919,2025-05-01 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0920,2025-04-14 16:06:01.026996,Shipping time was average.,Neutral
fb_0921,2025-01-29 03:06:01.026996,I am very unhappy with the support team.,Negative
fb_0922,2025-06-14 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0923,2025-02-13 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0924,2024-11-06 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_0925,2025-10-17 21:06:01.026996,My order arrived late and was damaged.,Positive
fb_0926,2025-09-26 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0927,2025-08-30 03:06:01.026996,I am very unhappy with the support team.,Negative
fb_0928,2025-09-14 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0929,2024-11-24 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0930,2025-04-22 17:06:01.026996,Very satisfied with the quick delivery.,Neutral
fb_0931,2025-10-15 03:06:01.026996,The customer service was excellent!,Positive
fb_0932,2025-08-15 20:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0933,2025-05-03 17:06:01.026996,The website is #awful and slow.,Negative
fb_0934,2025-06-15 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0935,2025-02-19 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0936,2024-11-19 18:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0937,2025-07-03 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0938,2025-07-06 16:06:01.026996,The customer service was excellent!,Positive
fb_0939,2025-08-12 13:06:01.026996,I am very unhappy with the support team.,Negative
fb_0940,2025-04-18 05:06:01.026996,Shipping time was average.,Neutral
fb_0941,2024-12-05 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0942,2025-08-19 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0943,2025-08-02 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0944,2025-01-17 18:06:01.026996,"Great experience, will buy again.",Positive
fb_0945,2025-04-15 01:06:01.026996,My order arrived late and was damaged.,Negative
fb_0946,2025-01-25 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0947,2025-09-18 13:06:01.026996,The customer service was excellent!,Positive
fb_0948,2025-02-05 14:06:01.026996,The website is #awful and slow.,Negative
fb_0949,2025-02-20 21:06:01.026996,The customer service was excellent!,Positive
fb_0950,2025-10-28 07:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0951,2025-09-21 00:06:01.026996,My order arrived late and was damaged.,Negative
fb_0952,2024-11-24 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0953,2025-05-22 18:06:01.026996,,Positive
fb_0954,2025-10-16 16:06:01.026996,The website is #awful and slow.,Negative
fb_0955,2024-11-16 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0956,2024-12-18 17:06:01.026996,,Positive
fb_0957,2025-05-14 23:06:01.026996,,Negative
fb_0958,2025-05-01 18:06:01.026996,The customer service was excellent!,Positive
fb_0959,2024-11-02 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0960,2025-05-28 04:06:01.026996,Shipping time was average.,Neutral
fb_0961,2024-12-04 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0962,2025-05-21 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0963,2025-01-22 16:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0964,2025-07-17 03:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0965,2025-02-09 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0966,2024-12-03 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0967,2024-12-28 07:06:01.026996,,Positive
fb_0968,2025-08-19 22:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0969,2025-09-25 04:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0970,2025-07-03 19:06:01.026996,The price is fair for what you get.,Neutral
fb_0971,2025-06-03 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0972,2025-09-07 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0973,2024-11-30 14:06:01.026996,,Positive
fb_0974,2025-06-28 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0975,2025-05-30 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0976,2025-05-24 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0977,2025-05-11 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0978,2024-12-06 22:06:01.026996,I am very unhappy with the support team.,Negative
fb_0979,2025-01-27 18:06:01.026996,The customer service was excellent!,Positive
fb_0980,2025-07-01 02:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0981,2025-07-11 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_0982,2025-02-28 20:06:01.026996,The customer service was excellent!,Positive
fb_0983,2025-07-31 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0984,2025-05-15 02:06:01.026996,,Negative
fb_0985,2025-04-08 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0986,2024-11-12 07:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0987,2025-05-23 22:06:01.026996,The website is #awful and slow.,Negative
fb_0988,2024-12-27 21:06:01.026996,The customer service was excellent!,Positive
fb_0989,2025-07-24 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0990,2025-08-24 04:06:01.026996,The price is fair for what you get.,Neutral
fb_0991,2025-10-20 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0992,2025-10-20 09:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0993,2025-10-27 11:06:01.026996,The website is #awful and slow.,Negative
fb_0994,2025-10-25 11:06:01.026996,The customer service was excellent!,Positive
fb_0995,2025-08-29 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0996,2025-04-18 06:06:01.026996,The website is #awful and slow.,Negative
fb_0997,2025-03-30 20:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0998,2024-12-23 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0999,2025-05-09 15:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1000,2024-11-12 01:06:01.026996,Product broke after one use. ##TERRIBLE,Neutral
fb_1001,2025-07-18 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1002,2025-08-13 02:06:01.026996,The website is #awful and slow.,Negative
fb_1003,2025-09-16 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1004,2025-08-14 04:06:01.026996,,Positive
fb_1005,2025-07-26 14:06:01.026996,My order arrived late and was damaged.,Negative
fb_1006,2025-01-05 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1007,2024-12-14 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1008,2025-04-01 06:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_1009,2024-12-13 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1010,2025-07-09 12:06:01.026996,Shipping time was average.,Neutral
fb_1011,2024-12-31 06:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1012,2025-02-09 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1013,2025-01-03 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1014,2025-09-22 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1015,2025-02-04 09:06:01.026996,"Great experience, will buy again.",Positive
fb_1016,2025-03-16 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1017,2025-08-28 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_1018,2024-12-23 13:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1019,2025-10-28 01:06:01.026996,"Great experience, will buy again.",Positive
fb_1020,2024-12-29 13:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1021,2025-08-17 23:06:01.026996,The customer service was excellent!,Positive
fb_1022,2025-07-16 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1023,2025-02-19 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1024,2025-04-12 19:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_1025,2025-07-14 08:06:01.026996,The customer service was excellent!,Positive
fb_1026,2025-06-20 02:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1027,2025-04-17 15:06:01.026996,The customer service was excellent!,Positive
fb_1028,2025-03-13 03:06:01.026996,The customer service was excellent!,Positive
fb_1029,2025-03-06 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1030,2024-11-18 03:06:01.026996,Shipping time was average.,Neutral
fb_1031,2024-12-04 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1032,2024-12-07 14:06:01.026996,The website is #awful and slow.,Negative
fb_1033,2024-12-01 09:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1034,2025-01-12 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1035,2025-06-20 04:06:01.026996,,Negative
fb_1036,2025-07-24 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1037,2025-08-14 20:06:01.026996,"Great experience, will buy again.",Positive
fb_1038,2025-09-18 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1039,2025-02-22 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1040,2024-12-07 12:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1041,2025-04-25 07:06:01.026996,The website is #awful and slow.,Negative
fb_1042,2025-08-18 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1043,2025-02-28 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1044,2025-05-06 16:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_1045,2025-10-20 23:06:01.026996,"Great experience, will buy again.",Positive
fb_1046,2025-04-26 19:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1047,2025-09-16 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1048,2025-07-02 02:06:01.026996,The customer service was excellent!,Positive
fb_1049,2025-07-07 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1050,2025-08-15 09:06:01.026996,I haven't used the support team yet.,Neutral
fb_1051,2025-05-02 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1052,2025-08-23 02:06:01.026996,The customer service was excellent!,Positive
fb_1053,2025-05-30 18:06:01.026996,The website is #awful and slow.,Negative
fb_1054,2025-08-17 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1055,2025-05-28 03:06:01.026996,The customer service was excellent!,Positive
fb_1056,2025-03-02 05:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1057,2025-03-19 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1058,2025-07-30 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1059,2025-07-05 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1060,2025-10-28 21:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1061,2025-08-08 13:06:01.026996,"Great experience, will buy again.",Positive
fb_1062,2025-05-02 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_1063,2025-01-27 14:06:01.026996,"Great experience, will buy again.",Positive
fb_1064,2025-02-27 16:06:01.026996,"Great experience, will buy again.",Positive
fb_1065,2025-02-12 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1066,2025-03-28 13:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Positive
fb_1067,2025-09-05 17:06:01.026996,"Great experience, will buy again.",Positive
fb_1068,2025-10-27 15:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1069,2025-09-17 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1070,2025-03-06 04:06:01.026996,I haven't used the support team yet.,Neutral
fb_1071,2025-06-27 01:06:01.026996,I am very unhappy with the support team.,Negative
fb_1072,2025-10-24 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1073,2025-03-26 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1074,2025-07-14 20:06:01.026996,My order arrived late and was damaged.,Negative
fb_1075,2025-09-23 14:06:01.026996,,Positive
fb_1076,2025-04-27 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1077,2025-01-26 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1078,2025-09-22 05:06:01.026996,"Great experience, will buy again.",Positive
fb_1079,2025-03-13 08:06:01.026996,The customer service was excellent!,Positive
fb_1080,2025-01-16 12:06:01.026996,I haven't used the support team yet.,Neutral
fb_1081,2024-12-05 08:06:01.026996,The customer service was excellent!,Positive
fb_1082,2025-08-18 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1083,2024-11-25 07:06:01.026996,,Negative
fb_1084,2025-10-25 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1085,2025-04-24 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1086,2025-07-26 04:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1087,2024-11-09 21:06:01.026996,The customer service was excellent!,Positive
fb_1088,2025-10-10 15:06:01.026996,"Great experience, will buy again.",Positive
fb_1089,2024-12-11 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1090,2025-08-13 17:06:01.026996,Shipping time was average.,Neutral
fb_1091,2025-09-25 21:06:01.026996,"Great experience, will buy again.",Positive
fb_1092,2025-10-10 09:06:01.026996,The website is #awful and slow.,Negative
fb_1093,2025-01-25 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1094,2025-01-24 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1095,2025-04-16 11:06:01.026996,The website is #awful and slow.,Negative
fb_1096,2025-10-10 04:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1097,2025-02-06 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1098,2025-10-24 16:06:01.026996,I am very unhappy with the support team.,Negative
fb_1099,2025-08-17 13:06:01.026996,The customer service was excellent!,Positive
fb_1100,2025-07-08 21:06:01.026996,The price is fair for what you get.,Neutral
fb_1101,2025-01-13 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_1102,2025-05-21 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1103,2025-10-15 18:06:01.026996,The customer service was excellent!,Positive
fb_1104,2025-10-23 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1105,2025-03-25 11:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1106,2025-07-29 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1107,2025-01-31 12:06:01.026996,I am very unhappy with the support team.,Negative
fb_1108,2025-08-15 01:06:01.026996,"Great experience, will buy again.",Positive
fb_1109,2025-04-27 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1110,2025-06-22 22:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1111,2025-07-04 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1112,2025-06-28 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1113,2025-03-09 19:06:01.026996,My order arrived late and was damaged.,Negative
fb_1114,2025-07-16 16:06:01.026996,The customer service was excellent!,Positive
fb_1115,2025-07-08 02:06:01.026996,The customer service was excellent!,Positive
fb_1116,2024-12-19 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_1117,2025-03-20 11:06:01.026996,"Great experience, will buy again.",Positive
fb_1118,2024-11-04 16:06:01.026996,,Positive
fb_1119,2025-06-17 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1120,2025-09-17 01:06:01.026996,Shipping time was average.,Neutral
fb_1121,2025-06-27 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1122,2024-11-12 12:06:01.026996,The website is #awful and slow.,Negative
fb_1123,2025-02-20 11:06:01.026996,The customer service was excellent!,Positive
fb_1124,2025-02-15 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1125,2025-01-13 02:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1126,2025-02-24 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1127,2025-01-04 16:06:01.026996,The customer service was excellent!,Positive
fb_1128,2025-01-16 07:06:01.026996,My order arrived late and was damaged.,Negative
fb_1129,2024-12-29 11:06:01.026996,The customer service was excellent!,Positive
fb_1130,2024-12-09 14:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1131,2025-07-01 15:06:01.026996,My order arrived late and was damaged.,Negative
fb_1132,2025-03-30 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1133,2025-04-29 02:06:01.026996,"Great experience, will buy again.",Positive
fb_1134,2025-10-03 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1135,2025-03-30 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1136,2025-09-02 13:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1137,2025-07-02 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1138,2025-01-27 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1139,2025-10-28 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1140,2025-02-20 13:06:01.026996,The price is fair for what you get.,Neutral
fb_1141,2025-05-19 22:06:01.026996,"Great experience, will buy again.",Positive
fb_1142,2025-08-09 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1143,2025-10-30 14:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1144,2025-06-15 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1145,2025-05-19 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1146,2025-06-22 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_1147,2025-07-05 02:06:01.026996,The customer service was excellent!,Positive
fb_1148,2025-05-30 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1149,2025-07-25 13:06:01.026996,The website is #awful and slow.,Negative
fb_1150,2025-06-11 05:06:01.026996,I haven't used the support team yet.,Neutral
fb_1151,2025-01-12 05:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1152,2025-04-05 04:06:01.026996,The website is #awful and slow.,Negative
fb_1153,2024-12-21 00:06:01.026996,The customer service was excellent!,Positive
fb_1154,2024-12-19 04:06:01.026996,"Great experience, will buy again.",Positive
fb_1155,2025-01-01 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1156,2025-02-19 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1157,2024-12-13 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1158,2025-08-12 18:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1159,2024-12-31 10:06:01.026996,The customer service was excellent!,Positive
fb_1160,2024-11-30 15:06:01.026996,Shipping time was average.,Neutral
fb_1161,2024-11-12 17:06:01.026996,My order arrived late and was damaged.,Negative
fb_1162,2024-11-28 08:06:01.026996,"Great experience, will buy again.",Positive
fb_1163,2025-07-01 04:06:01.026996,"Great experience, will buy again.",Positive
fb_1164,2025-02-11 20:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1165,2025-04-05 02:06:01.026996,The customer service was excellent!,Positive
fb_1166,2024-12-20 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1167,2025-01-16 10:06:01.026996,My order arrived late and was damaged.,Negative
fb_1168,2025-09-05 19:06:01.026996,"Great experience, will buy again.",Positive
fb_1169,2025-10-14 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1170,2024-12-11 23:06:01.026996,The price is fair for what you get.,Neutral
fb_1171,2025-05-02 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1172,2025-03-19 04:06:01.026996,The customer service was excellent!,Positive
fb_1173,2025-06-27 09:06:01.026996,My order arrived late and was damaged.,Negative
fb_1174,2025-07-02 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1175,2025-06-12 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1176,2025-01-08 17:06:01.026996,The website is #awful and slow.,Negative
fb_1177,2025-03-02 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1178,2025-08-15 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1179,2025-09-04 05:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1180,2025-10-27 22:06:01.026996,I haven't used the support team yet.,Neutral
fb_1181,2025-10-28 17:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1182,2024-12-27 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1183,2025-09-13 07:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Positive
fb_1184,2025-07-03 00:06:01.026996,The customer service was excellent!,Positive
fb_1185,2025-05-30 12:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1186,2025-05-12 15:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_1187,2025-03-29 02:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1188,2025-01-29 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_1189,2025-06-03 05:06:01.026996,The customer service was excellent!,Positive
fb_1190,2025-09-13 11:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1191,2025-04-19 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1192,2025-07-15 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1193,2025-02-21 18:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1194,2025-10-18 03:06:01.026996,My order arrived late and was damaged.,Negative
fb_1195,2025-06-19 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1196,2025-03-17 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1197,2025-10-28 20:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1198,2025-07-26 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1199,2024-11-01 22:06:01.026996,The customer service was excellent!,Positive
